prior_id,node_id,surface_type,x_m,y_m,z_m,normal_x,normal_y,normal_z,tangent1_x,tangent1_y,tangent1_z,tangent2_x,tangent2_y,tangent2_z,weight_m2,unknowns_per_node,unknown_vector,include_initial,note
level1_local_sphere_r0p35,0,sphere,0.05038641912895658,0.0,4.346354166666667,0.14396119751130454,0.0,0.9895833333333334,0.0,-1.0,0.0,0.9895833333333334,0.0,-0.14396119751130454,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,1,sphere,-0.06401373155342617,0.05864182181989138,4.3390625,-0.18289637586693194,0.16754806234254682,0.96875,0.0,-0.9853710452154848,0.17042271929218536,0.9831321964490544,0.031169697723928167,0.1802207930541229,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,2,sphere,0.009746346737236669,-0.11105459411741198,4.331770833333334,0.027846704963533343,-0.3172988403354628,0.9479166666666666,0.0,-0.9482844063155303,-0.3174219348734459,0.9996122053189797,0.008839154969374746,-0.026406596084187953,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,3,sphere,0.07982678529858402,0.10411990562903577,4.324479166666666,0.22807652942452578,0.2974854446543879,0.9270833333333334,0.0,-0.952179736476347,0.3055384582075297,0.9736432081238299,-0.06968615115369388,-0.21716984968388475,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,4,sphere,-0.14569796850853017,-0.02577191914152583,4.3171875,-0.416279910024372,-0.07363405469007381,0.90625,0.0,-0.9967153618193356,-0.08098448933808736,0.9092365129657414,-0.033712215935028725,0.41491258113806245,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,5,sphere,0.13726156698082045,-0.08731457331172517,4.309895833333333,0.39217590565948707,-0.2494702094620719,0.8854166666666666,0.5367280526263227,0.8437552948123972,-0.0,-0.7470750006151434,0.47522796326288996,0.4647981566108981,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,6,sphere,-0.04565694965322097,0.16984157696022334,4.302604166666667,-0.13044842758063135,0.485261648457781,0.8645833333333334,-0.9657150743757783,-0.25960430490148856,0.0,0.224449555279412,-0.8349411580540583,0.5024894622996807,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,7,sphere,-0.08658494816796594,-0.16671404888161237,4.2953125,-0.24738556619418842,-0.47632585394746396,0.84375,0.8874484292452546,-0.4609070247133692,0.0,0.3888903021019053,0.7487846121756836,0.5367363761661771,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,8,sphere,0.18679036258651985,0.06821554083028791,4.288020833333333,0.5336867502471996,0.19490154522939407,0.8229166666666666,-0.343038630874102,0.9393212963241181,0.0,-0.7729831501000555,-0.2822922066568131,0.5681620893039436,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
level1_local_sphere_r0p35,9,sphere,-0.19321063195724278,0.07975454019252919,4.280729166666666,-0.5520303770206937,0.2278701148357977,0.8020833333333334,-0.38155640847493627,-0.9243455561378049,0.0,0.7414021648188643,-0.3060400359642718,0.5972121284676735,0.0160352125026979,4,"J_t1,J_t2,M_t1,M_t2",True,"Closed local Huygens sphere around the Level 1 known source center at (0, 0, 4 m)."
